incident_id,stock_ticker,price_7d_before,price_disclosure_day,price_1d_after,price_7d_after,price_30d_after,volume_avg_30d_baseline,volume_disclosure_day,sector_index,sector_return_same_period,abnormal_return_1d,abnormal_return_7d,abnormal_return_30d,car_neg1_to_pos1,car_0_to_7,car_0_to_30,car_0_to_90,t_statistic_1d,p_value_1d,t_statistic_30d,p_value_30d,earnings_announcement_within_7d,market_cap_at_disclosure,volume_ratio_disclosure,pre_incident_volatility_30d,post_incident_volatility_30d,days_to_price_recovery,notes,created_at,updated_at
2025-0611-001,CAMP.BR,220.56,207.67,202.66,205.61,205.55,17177958,65746151,S&P 500 Information Technology,-0.001032,-0.024134,-0.009898,-0.010196,-0.026365,-0.009898,-0.010196,0.011403,-0.8974,1.0,-0.6215,1.0,True,77758129794.55,3.8274,0.036568,0.072735,28,Sector-wide sell-off during 30-day window (market correction),2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0910-001,THOM.PH,9.7,10.1,10.0,9.89,9.78,1720683,5274437,S&P 500 Financials,0.020073,-0.009689,-0.021175,-0.03132,-0.011972,-0.021175,-0.03132,-0.004562,-0.6238,1.0,-1.9199,1.0,False,351189086.44,3.0653,0.031124,0.039825,71,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0224-001,TWR,9.23,9.42,9.08,9.06,9.32,402817,1387133,S&P 500 Information Technology,0.01013,-0.036177,-0.038476,-0.010741,-0.043255,-0.038476,-0.010741,-0.019576,-1.9386,1.0,-0.4971,1.0,False,2908116188.19,3.4436,0.028992,0.040429,57,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0704-002,SEOU.KS,594.06,567.94,570.9,564.75,574.67,31312645,68350380,S&P 500 Information Technology,0.002762,0.005212,-0.005624,0.011857,0.004228,-0.005624,0.011857,-0.009237,0.3789,1.0,0.8014,1.0,False,277720668554.36,2.1828,0.021323,0.024168,32,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1023-001,BOST.KL,6.59,6.54,6.35,6.51,6.43,913524,2924047,S&P 500 Consumer Discretionary,-0.013118,-0.029457,-0.004798,-0.016099,-0.03667,-0.004798,-0.016099,0.008032,-1.6565,1.0,-0.825,1.0,False,1091940296.53,3.2008,0.028981,0.051305,59,Peer company breach in same week provides natural comparison group,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0325-001,SING.SI,9.17,9.67,9.6,9.69,9.61,54563494,168494743,S&P 500 Real Estate,-0.004811,-0.006921,0.001738,-0.00668,-0.00759,0.001738,-0.00668,0.013901,-0.3625,1.0,-0.5321,1.0,False,236912332.91,3.088,0.024208,0.044011,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0904-001,PCS,30.37,29.93,27.66,27.08,28.53,1310738,3704536,S&P 500 Consumer Discretionary,-0.019392,-0.075973,-0.095233,-0.046765,-0.072301,-0.095233,-0.046765,-0.047812,-4.9557,0.0002,-2.2965,0.85175,True,14926664835.49,2.8263,0.029921,0.045793,139,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-1004-001,TBL,8.44,7.85,7.74,7.76,7.98,3180539,8502599,S&P 500 Health Care,0.01026,-0.014556,-0.012045,0.016299,-0.012307,-0.012045,0.016299,0.004173,-0.7026,1.0,1.8601,1.0,False,2382905053.19,2.6733,0.018046,0.024256,23,Elevated options activity detected 10 days before public disclosure,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-1109-001,MARK.SI,132.22,124.27,114.41,117.94,121.08,2443747,5295207,S&P 500 Consumer Discretionary,-0.008476,-0.07931,-0.050949,-0.025699,-0.085362,-0.050949,-0.025699,-0.036766,-7.2879,0.0002,-1.4529,1.0,False,52873857928.96,2.1668,0.034171,0.062964,134,Stock halted for 8 hours on disclosure day per exchange circuit breaker,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0102-001,OKON.L,281.86,286.3,282.89,280.73,281.6,291298,603392,S&P 500 Consumer Discretionary,0.004548,-0.01191,-0.019453,-0.016404,-0.011711,-0.019453,-0.016404,-0.017229,-0.6015,1.0,-0.4871,1.0,True,114727595501.67,2.0714,0.027973,0.051166,59,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0512-001,JERU.TA,298.07,272.24,268.74,272.15,275.39,135502,214325,S&P 500 Information Technology,-0.012406,-0.012858,-0.000316,0.011579,-0.01216,-0.000316,0.011579,0.017461,-1.1437,1.0,0.3759,1.0,False,324483623216.14,1.5817,0.012626,0.015766,24,Post-incident volatility spike consistent with uncertainty resolution over 14 trading days,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0526-001,SPAR.VI,15.09,14.76,14.04,13.99,14.31,379593,657850,S&P 500 Utilities,0.027903,-0.048527,-0.052252,-0.030516,-0.060065,-0.052252,-0.030516,-0.03462,-2.5796,0.7102,-1.1135,1.0,False,2267723848.26,1.733,0.018336,0.023507,122,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-1230-001,CURR,259.61,252.32,245.91,248.11,253.58,917790,1940199,S&P 500 Utilities,-0.011138,-0.025423,-0.016693,0.005009,-0.026438,-0.016693,0.005009,0.019095,-2.7963,0.60185,0.2579,1.0,False,81440391485.72,2.114,0.017713,0.022065,32,Company issued unrelated M&A announcement 14 days before disclosure,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0820-001,AST.TA,383.47,361.96,355.0,359.68,350.92,2095544,3753611,S&P 500 Information Technology,0.022151,-0.019223,-0.006303,-0.030494,-0.016683,-0.006303,-0.030494,0.000145,-1.3432,1.0,-2.3858,0.8071,False,137408593107.53,1.7912,0.010974,0.020321,192,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0111-001,CHAN,13.77,13.03,12.92,12.66,12.78,347698,809044,S&P 500 Utilities,0.012865,-0.008545,-0.028599,-0.019019,-0.007215,-0.028599,-0.019019,0.003527,-0.6066,1.0,-0.6717,1.0,False,3861498370.06,2.3269,0.020707,0.031208,49,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1020-002,EVH,17.38,16.01,15.41,15.12,15.37,815774,2315671,S&P 500 Consumer Discretionary,0.016671,-0.037234,-0.055512,-0.03981,-0.04705,-0.055512,-0.03981,-0.051705,-2.1689,0.91555,-2.8184,0.5908,False,4665033101.97,2.8386,0.031008,0.060608,87,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0220-001,LINK,19.21,18.66,17.81,17.63,18.07,310148,749170,S&P 500 Information Technology,-0.008608,-0.045689,-0.055142,-0.031449,-0.05532,-0.055142,-0.031449,-0.031706,-9.1378,0.0002,-0.9758,1.0,False,12385334562.92,2.4155,0.011591,0.014919,240,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0701-001,RADI.T,26.73,23.84,22.23,23.08,23.74,703366,1547031,S&P 500 Communication Services,-0.005308,-0.067738,-0.031912,-0.00407,-0.064033,-0.031912,-0.00407,0.009728,-13.5476,0.0002,-0.2096,1.0,False,13369010921.29,2.1995,0.031923,0.045699,40,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0522-001,FLOR.MI,15.17,14.29,13.79,13.59,13.9,705238,2581199,S&P 500 Health Care,0.005034,-0.034756,-0.04896,-0.027339,-0.043303,-0.04896,-0.027339,-0.021013,-1.5552,1.0,-5.4678,0.0002,False,473583741.16,3.66,0.013202,0.023774,87,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0107-002,ACM.LS,64.15,60.27,59.11,59.69,58.14,664891,2007019,S&P 500 Information Technology,0.024247,-0.019208,-0.009648,-0.035359,-0.023224,-0.009648,-0.035359,-0.034035,-1.9435,1.0,-1.8844,1.0,False,79964735391.93,3.0186,0.016386,0.032076,141,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0809-001,ZEN1.L,521.45,479.24,467.0,475.48,474.99,4521537,13540311,S&P 500 Financials,-0.007238,-0.025533,-0.007851,-0.008872,-0.027739,-0.007851,-0.008872,-0.011686,-1.9317,1.0,-0.9157,1.0,False,247767400573.73,2.9946,0.029703,0.054869,46,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-1218-001,TRUS.MI,8.14,8.1,7.91,8.03,8.04,1696463,4106971,S&P 500 Financials,0.023592,-0.02393,-0.009245,-0.006923,-0.026772,-0.009245,-0.006923,0.012443,-2.7485,0.62575,-0.2892,1.0,False,4101271805.72,2.4209,0.011745,0.022887,13,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0308-001,IPM,17.07,16.49,15.38,15.12,15.51,3209188,5572082,S&P 500 Health Care,-0.000221,-0.067049,-0.082872,-0.059539,-0.062872,-0.082872,-0.059539,-0.069867,-4.1747,0.0002,-2.3052,0.8474,False,3222013704.51,1.7363,0.024112,0.028873,102,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0920-001,MIAM,531.2,543.24,513.88,508.04,511.84,1535645,5605492,S&P 500 Financials,0.025016,-0.05405,-0.064795,-0.057797,-0.043658,-0.064795,-0.057797,-0.053226,-2.7655,0.61725,-1.9787,1.0,True,123225445571.27,3.6503,0.016717,0.023644,111,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-1020-001,MWI,25.38,24.84,23.89,24.07,23.93,2747488,6622982,S&P 500 Industrials,-0.008199,-0.03807,-0.030984,-0.036828,-0.037966,-0.030984,-0.036828,-0.021576,-7.2927,0.0002,-1.1616,1.0,False,12033051706.99,2.4106,0.016498,0.020724,347,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0523-001,LEED.L,14.39,13.88,13.53,13.74,14.12,291526,1030229,S&P 500,0.029239,-0.025367,-0.010314,0.017625,-0.029268,-0.010314,0.017625,-0.000513,-1.9471,1.0,0.5844,1.0,True,1977306855.22,3.5339,0.028197,0.053315,46,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0121-001,SOLA.MX,15.88,16.38,15.33,15.26,15.58,153038,508729,S&P 500 Utilities,0.02662,-0.064281,-0.068586,-0.048903,-0.052615,-0.068586,-0.048903,-0.03699,-3.9736,0.0132,-3.2978,0.3511,False,14046864562.44,3.3242,0.02366,0.044698,184,CEO resignation announced 7 days post-disclosure; confounding event flagged,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1023-002,TCB.TW,211.46,202.73,195.45,198.12,197.64,17416258,54079265,S&P 500 Health Care,0.023203,-0.03593,-0.022764,-0.025124,-0.032729,-0.022764,-0.025124,-0.028611,-2.3946,0.8027,-1.0412,1.0,False,229071434062.16,3.1051,0.037239,0.054555,284,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0720-001,BZE.L,690.28,668.71,634.66,642.64,652.28,1902318,4036028,S&P 500 Industrials,-0.005848,-0.050914,-0.038985,-0.024564,-0.047473,-0.038985,-0.024564,-0.036864,-3.6517,0.17415,-1.8366,1.0,False,147456464505.64,2.1216,0.010348,0.016606,82,Elevated options activity detected 10 days before public disclosure,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0929-001,SEND.T,551.28,533.4,492.29,503.07,524.09,343745,896187,S&P 500 Consumer Discretionary,0.021666,-0.077072,-0.056858,-0.017459,-0.0776,-0.056858,-0.017459,-0.031415,-4.9233,0.0002,-0.6458,1.0,False,271737769020.02,2.6071,0.021836,0.031419,21,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0320-002,CLEV.SN,319.91,298.33,283.57,282.7,284.83,519711,1814908,S&P 500 Information Technology,-0.000688,-0.04949,-0.0524,-0.045251,-0.046737,-0.0524,-0.045251,-0.053221,-9.898,0.0002,-3.2348,0.3826,False,364011711773.08,3.4921,0.029235,0.034396,291,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-1009-001,RMM.MX,156.72,150.53,149.91,148.45,146.27,65148,185941,S&P 500 Health Care,0.022036,-0.004108,-0.013785,-0.028294,-0.003493,-0.013785,-0.028294,-0.003756,-0.5281,1.0,-2.2605,0.86975,False,80645596579.16,2.8541,0.025684,0.0286,317,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0530-001,PMG.L,24.98,24.69,23.82,24.06,23.96,62638794,162194145,S&P 500 Health Care,0.010428,-0.035171,-0.025563,-0.02957,-0.03125,-0.025563,-0.02957,0.005933,-2.7392,0.6304,-2.0223,0.98885,False,13716760261.86,2.5894,0.034335,0.065013,165,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0404-001,TANA,86.38,80.86,79.24,80.02,80.37,3787507,14446455,S&P 500 Information Technology,-0.014222,-0.019978,-0.010448,-0.006089,-0.025746,-0.010448,-0.006089,-0.010254,-1.7529,1.0,-0.4165,1.0,True,61217083808.28,3.8142,0.033203,0.037585,26,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0917-001,SCHN.VI,12.91,12.71,12.11,12.35,12.5,2400893,3659697,S&P 500 Consumer Discretionary,-0.001692,-0.047541,-0.028452,-0.016419,-0.047367,-0.028452,-0.016419,-0.011048,-2.0269,0.98655,-0.9434,1.0,False,368181525.72,1.5243,0.030701,0.049769,5,Earnings announcement within event window may confound abnormal returns,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-1102-001,NHW.T,96.28,87.54,85.74,86.93,85.63,1267349,4750070,S&P 500 Industrials,0.007374,-0.020547,-0.007023,-0.021841,-0.024694,-0.007023,-0.021841,0.007684,-1.297,1.0,-1.149,1.0,False,35410709841.89,3.748,0.025417,0.031805,274,Concurrent dividend announcement partially offset negative price reaction,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0523-001,SNV.SW,402.09,358.47,353.7,360.24,368.69,1392289,4246790,S&P 500 Information Technology,-0.018541,-0.013307,0.004945,0.028499,-0.013253,0.004945,0.028499,-0.005195,-0.5781,1.0,4.671,0.0002,False,205422710325.0,3.0502,0.01042,0.011986,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0628-001,DETR,37.23,34.82,33.72,33.42,33.27,1823152,3143298,S&P 500 Information Technology,-0.015011,-0.031717,-0.040074,-0.04441,-0.038997,-0.040074,-0.04441,-0.020361,-4.0609,0.0002,-1.7764,1.0,False,19202079203.94,1.7241,0.035786,0.064465,274,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0316-001,ZENI.L,11.62,11.01,10.44,10.54,10.6,401850,965979,S&P 500 Real Estate,-0.004308,-0.052049,-0.042469,-0.037643,-0.048182,-0.042469,-0.037643,-0.026238,-3.4892,0.2554,-2.1024,0.9488,False,723428229.63,2.4038,0.039321,0.052726,69,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0808-001,LOGI.IR,743.83,741.52,731.69,734.29,753.19,689537,1192374,S&P 500 Information Technology,0.026798,-0.013262,-0.009753,0.015739,-0.015715,-0.009753,0.015739,-0.004121,-0.5986,1.0,0.9492,1.0,False,427484413494.49,1.7292,0.029108,0.036779,12,Post-incident volatility spike consistent with uncertainty resolution over 14 trading days,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1114-001,AMP.PA,13.93,14.0,13.37,13.95,14.17,1112804,4038437,S&P 500 Health Care,0.002277,-0.045012,-0.003328,0.012293,-0.043836,-0.003328,0.012293,0.014548,-4.0432,0.0002,0.517,1.0,False,1841991812.72,3.6291,0.013957,0.025122,7,Sector-wide sell-off during 30-day window (market correction),2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0702-001,BAZ1,135.25,134.12,131.3,132.6,132.01,4613510,17268210,S&P 500 Consumer Discretionary,0.021078,-0.021028,-0.011311,-0.015736,-0.022806,-0.011311,-0.015736,0.002319,-1.1088,1.0,-0.6433,1.0,False,180328533176.18,3.743,0.01269,0.021527,36,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-1224-002,HEND.VI,8.71,8.66,8.68,8.73,8.77,505451,965429,S&P 500,-0.017018,0.002123,0.008605,0.012295,0.002184,0.008605,0.012295,-0.002795,0.1296,1.0,0.3487,1.0,False,1130763114.12,1.91,0.016204,0.030542,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0725-001,BELF.L,455.43,442.24,425.58,427.15,432.5,1644304,5266984,S&P 500 Industrials,-0.011452,-0.037681,-0.034133,-0.022013,-0.036669,-0.034133,-0.022013,-0.025082,-7.5362,0.0002,-0.6823,1.0,True,129460739742.44,3.2032,0.021047,0.024743,64,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0925-001,PVR,641.29,616.32,580.39,564.68,561.26,1498114,5837123,S&P 500 Consumer Discretionary,-0.007943,-0.05829,-0.083786,-0.089343,-0.062156,-0.083786,-0.089343,-0.060749,-6.8462,0.0002,-5.6079,0.0002,False,254772381493.2,3.8963,0.013638,0.023882,51,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0601-001,ZIM1,35.62,35.47,33.32,33.18,34.13,2967140,5457941,S&P 500 Industrials,0.028046,-0.060525,-0.064554,-0.037641,-0.063278,-0.064554,-0.037641,-0.007711,-2.1622,0.9189,-1.6513,1.0,False,35608769165.95,1.8395,0.038796,0.077072,84,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0118-001,RRR.SW,102.57,94.8,91.07,91.7,93.55,312330,593084,S&P 500 Energy,0.021943,-0.039363,-0.032676,-0.013208,-0.038797,-0.032676,-0.013208,0.002426,-2.8295,0.58525,-0.7418,1.0,False,55774950740.78,1.8989,0.028484,0.033865,45,Sector-wide sell-off during 30-day window (market correction),2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0401-001,ELEV.TO,5.08,5.0,4.61,4.79,4.99,124911,379522,S&P 500,0.028285,-0.077898,-0.042587,-0.002004,-0.065803,-0.042587,-0.002004,-0.020273,-3.976,0.012,-0.1294,1.0,False,928810486.27,3.0383,0.026216,0.037819,7,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0719-001,FLC.PA,8.61,8.27,8.06,7.99,8.27,16928414,61009735,S&P 500 Information Technology,-0.004017,-0.02597,-0.034447,0.000226,-0.022993,-0.034447,0.000226,0.015369,-1.1398,1.0,0.0116,1.0,False,1193520713.71,3.604,0.03407,0.064611,21,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0521-002,ZIMM,408.57,387.18,370.89,364.87,375.54,9677544,26130068,S&P 500 Financials,0.02714,-0.042076,-0.057628,-0.030063,-0.039089,-0.057628,-0.030063,-0.032147,-1.8216,1.0,-2.309,0.8455,False,254686021285.16,2.7001,0.025451,0.043671,157,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0505-001,GRAH,24.13,24.36,24.12,24.03,23.68,22461529,44510517,S&P 500 Industrials,-0.00863,-0.009968,-0.013345,-0.02798,-0.009527,-0.013345,-0.02798,-0.03813,-0.6255,1.0,-1.4018,1.0,False,6145857483.06,1.9816,0.014784,0.017522,316,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0305-001,SIER,27.05,24.38,24.53,24.13,24.59,1853786,5803423,S&P 500,0.017377,0.005949,-0.010154,0.008492,0.005993,-0.010154,0.008492,-0.008613,0.2878,1.0,0.5822,1.0,False,25137883439.45,3.1306,0.032817,0.063859,48,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0717-001,NEW1.AX,55.03,53.82,49.62,52.24,52.47,4248483,16939848,S&P 500 Financials,0.020275,-0.078088,-0.029426,-0.025105,-0.091856,-0.029426,-0.025105,-0.007081,-3.3615,0.31925,-1.1448,1.0,False,30419361901.04,3.9873,0.016848,0.018775,125,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0117-001,MAR1,11.29,10.77,10.33,10.37,10.54,6170979,21846261,S&P 500 Information Technology,-0.019971,-0.040645,-0.037537,-0.021569,-0.041025,-0.037537,-0.021569,-0.019411,-6.3887,0.0002,-0.7585,1.0,False,92675501.61,3.5402,0.026369,0.04479,82,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0124-001,FIDE,14.32,13.88,13.55,13.52,13.8,13478087,24728829,S&P 500 Financials,-0.004347,-0.023532,-0.025659,-0.006068,-0.01949,-0.025659,-0.006068,0.016253,-1.7575,1.0,-0.2779,1.0,False,1104838604.03,1.8347,0.02764,0.037316,9,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0218-001,CME.DU,118.06,120.3,115.34,116.4,116.74,2020550,5101430,S&P 500 Energy,-0.011488,-0.04125,-0.032404,-0.029633,-0.033005,-0.032404,-0.029633,-0.012269,-2.615,0.6925,-1.6761,1.0,False,45675120973.7,2.5248,0.022909,0.029017,274,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-1231-001,CMM.SA,99.11,93.82,89.78,87.08,89.37,3321379,11301532,S&P 500 Industrials,0.006803,-0.043082,-0.071828,-0.047386,-0.04347,-0.071828,-0.047386,-0.041816,-3.6671,0.16645,-2.2486,0.8757,False,59559258512.95,3.4027,0.031183,0.036076,36,Elevated options activity detected 60 days before public disclosure,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-1001-001,MARK,189.44,176.95,168.12,172.32,180.72,82898,292572,S&P 500 Financials,-0.0084,-0.04992,-0.026169,0.021327,-0.057342,-0.026169,0.021327,0.025834,-3.1465,0.42675,1.2434,1.0,False,102070534532.84,3.5293,0.013349,0.020348,60,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0129-001,MATR.KS,60.92,58.19,56.37,56.39,57.76,1264115,3348709,S&P 500 Industrials,0.009539,-0.031349,-0.030985,-0.007335,-0.028055,-0.030985,-0.007335,0.006457,-1.2132,1.0,-0.3041,1.0,False,34934527631.6,2.6491,0.018598,0.03065,54,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0810-002,BARR.AX,120.32,114.23,113.72,114.93,111.87,142342,506336,S&P 500 Health Care,0.006591,-0.004442,0.006145,-0.020656,-0.004825,0.006145,-0.020656,-0.013677,-0.4086,1.0,-2.7499,0.62505,False,159962092369.37,3.5572,0.039934,0.048681,238,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0712-001,TNP.WA,446.58,394.22,379.88,373.53,374.94,2105850,4597883,S&P 500 Information Technology,0.025862,-0.03637,-0.052473,-0.048916,-0.040556,-0.052473,-0.048916,-0.065512,-2.679,0.6605,-1.6333,1.0,False,174968719462.58,2.1834,0.030805,0.059551,145,Earnings announcement within event window may confound abnormal returns,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0619-001,ORLA.JO,43.35,41.61,41.17,41.43,41.25,2684492,8590437,S&P 500 Information Technology,-0.006789,-0.010463,-0.004314,-0.008536,-0.010044,-0.004314,-0.008536,0.008545,-0.5977,1.0,-0.6129,1.0,False,29241847479.31,3.2,0.02718,0.047886,53,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0722-002,KPP.VI,203.21,196.47,193.26,198.0,199.58,1811238,3795895,S&P 500 Health Care,0.023373,-0.01633,0.007784,0.015806,-0.014553,0.007784,0.015806,0.001161,-0.97,1.0,0.7965,1.0,False,105670270726.19,2.0957,0.016839,0.030622,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0323-001,NAK1,293.46,291.45,273.38,273.46,286.44,84886,246675,S&P 500 Information Technology,0.015194,-0.061992,-0.06171,-0.017207,-0.060115,-0.06171,-0.017207,-0.028028,-2.8424,0.5788,-0.6774,1.0,False,198091569425.31,2.906,0.03097,0.059688,15,Post-incident volatility spike consistent with uncertainty resolution over 14 trading days,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0819-001,LEM.DE,30.83,28.05,27.5,27.45,27.23,1109362,1840217,S&P 500 Health Care,-0.004086,-0.019673,-0.021486,-0.029105,-0.015934,-0.021486,-0.029105,-0.025967,-1.0868,1.0,-1.8839,1.0,False,17395272888.14,1.6588,0.014616,0.018868,359,CEO resignation announced 3 days post-disclosure; confounding event flagged,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1203-001,PPV.AS,8.22,7.95,7.17,7.21,7.83,1063576,2931712,S&P 500 Information Technology,-0.008997,-0.098128,-0.092833,-0.014987,-0.106924,-0.092833,-0.014987,0.000572,-6.118,0.0002,-0.4691,1.0,False,2436583723.73,2.7565,0.011077,0.020285,53,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-1005-001,ACB,43.59,41.54,40.93,40.43,40.65,2726223,7653835,S&P 500 Financials,-0.012266,-0.014719,-0.026782,-0.021369,-0.014623,-0.026782,-0.021369,-0.005722,-0.8621,1.0,-1.3592,1.0,False,19941790047.9,2.8075,0.029466,0.045366,235,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0119-001,ALI.AS,424.86,427.18,406.23,406.84,413.5,259355,798894,S&P 500 Financials,0.023993,-0.049042,-0.047609,-0.032018,-0.055941,-0.047609,-0.032018,-0.029211,-2.5961,0.70195,-2.0299,0.98505,False,368229889734.07,3.0803,0.025744,0.042634,143,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0718-003,EQUI.PA,10.14,10.19,9.91,10.21,10.16,2540761,4999992,S&P 500 Financials,0.022637,-0.027932,0.002243,-0.002609,-0.030136,0.002243,-0.002609,-0.006043,-5.5864,0.0002,-0.2741,1.0,True,3186086076.17,1.9679,0.022465,0.033517,,Elevated options activity detected 10 days before public disclosure,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-1029-001,STRU.OL,5.3,5.48,5.36,5.28,5.37,5234815,15041278,S&P 500 Industrials,-0.003274,-0.022431,-0.035714,-0.02036,-0.023341,-0.035714,-0.02036,0.007743,-1.4928,1.0,-1.0022,1.0,False,1667240347.37,2.8733,0.017236,0.022581,159,Thinly traded stock (avg volume < 100K); abnormal returns subject to higher noise,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0505-002,ELLI.PR,13.52,13.85,12.88,13.2,14.11,1877006,4588250,S&P 500 Health Care,-0.008395,-0.070155,-0.047004,0.018667,-0.0791,-0.047004,0.018667,0.01338,-4.7214,0.0002,1.029,1.0,False,1669485362.39,2.4445,0.032745,0.043565,24,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-1125-001,AOB,284.2,292.97,289.99,287.45,289.37,888838,3467448,S&P 500 Health Care,-0.016683,-0.010163,-0.018852,-0.012285,-0.010009,-0.018852,-0.012285,-0.00022,-0.4011,1.0,-0.4615,1.0,False,93383829906.64,3.9011,0.013157,0.02007,28,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0708-001,CAPI.DE,13.86,13.87,13.35,13.41,13.53,506954,835118,S&P 500 Financials,0.004855,-0.037471,-0.032943,-0.024227,-0.042926,-0.032943,-0.024227,-0.009481,-3.0981,0.45095,-0.932,1.0,False,1812791004.94,1.6473,0.034436,0.067599,39,Thinly traded stock (avg volume < 100K); abnormal returns subject to higher noise,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-1125-002,PWR.DE,257.77,243.29,235.6,235.9,240.43,2412239,7616142,S&P 500 Consumer Discretionary,0.010025,-0.031605,-0.030359,-0.01175,-0.026596,-0.030359,-0.01175,0.010207,-3.6291,0.18545,-2.35,0.825,False,233481597897.72,3.1573,0.01116,0.017596,58,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0528-001,DRI,32.77,32.66,32.12,31.43,32.24,162904,270829,S&P 500 Financials,0.024671,-0.016515,-0.03772,-0.012963,-0.019055,-0.03772,-0.012963,-0.005297,-1.5855,1.0,-0.9497,1.0,False,42872729127.3,1.6625,0.020767,0.030141,23,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
