incident_id,direct_loss_usd,direct_loss_method,ransom_demanded_usd,ransom_paid_usd,ransom_source,recovery_cost_usd,legal_fees_usd,regulatory_fine_usd,insurance_payout_usd,total_loss_usd,total_loss_method,total_loss_lower_bound,total_loss_upper_bound,inflation_adjusted_usd,cpi_index_used,notes,created_at,updated_at
2022-1118-001,55465777.57,disclosed,,,,21657367.68,7667777.46,,16007902.99,84790922.71,disclosed,67060908.59,134842923.17,93148183.53,CPI-U 2022 (292.655),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-1115-001,180000.0,estimated,539978.36,,,115944.17,43591.97,121356.61,,460892.75,calculated,312122.17,751090.94,470866.63,CPI-U 2024 (314.69),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0711-001,1324640.16,calculated,,,,459512.61,460449.91,,531607.01,2244602.68,disclosed,1654747.53,3741531.6,2663172.17,CPI-U 2021 (270.97),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0603-001,8212876.59,calculated,874375.19,422842.3,company statement,8164776.57,2262427.57,3186066.79,3333821.47,22248989.82,disclosed,15492712.27,31718743.25,22248989.82,CPI-U 2025 (321.5),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0705-001,299673945.43,estimated,,,,200915825.22,93774013.27,,278215817.51,594363783.92,disclosed,472027537.85,816569851.33,594363783.92,CPI-U 2025 (321.5),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0607-001,1168198.29,disclosed,1750339.43,,,740294.98,370372.2,,,2278865.47,estimated,1903417.28,3605850.85,2404497.67,CPI-U 2023 (304.702),Ransom negotiated down 23% from initial demand via third-party negotiator,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-1224-001,8635502.88,estimated,,,,9351151.62,2701791.53,,,20688446.03,disclosed,12577260.16,30487555.11,21136151.13,CPI-U 2024 (314.69),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0828-001,4219506.44,calculated,,,,1511428.58,645448.34,,,6376383.36,calculated,4981594.27,10043108.41,6376383.36,CPI-U 2025 (321.5),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0224-001,9812198.17,estimated,343934.77,,,6845925.2,1910754.03,,10253348.27,18568877.4,estimated,12049600.18,29214502.02,18970714.3,CPI-U 2024 (314.69),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0317-001,42445466.2,disclosed,,,,15890448.89,8351804.75,,10770959.08,66687719.84,disclosed,49565346.16,101512705.18,79123526.33,CPI-U 2021 (270.97),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0817-001,2497978.75,calculated,497045.17,,,1355052.85,599354.91,,,4452386.51,estimated,3298820.09,6994927.27,5282659.57,CPI-U 2021 (270.97),"Loss methodology: Monte Carlo simulation with 10,000 iterations (95th percentile)",2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0618-001,101556166.1,calculated,1826848.3,975203.63,blockchain analysis,90568463.4,9424518.11,,122787937.36,202524351.24,calculated,153877672.46,281629948.41,213689371.66,CPI-U 2023 (304.702),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0918-001,7872549.84,calculated,,,,3196876.07,1100215.59,,6316200.45,12169641.5,estimated,9032435.53,15715279.65,12840545.0,CPI-U 2023 (304.702),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0119-001,691577.24,disclosed,,,,469546.5,103296.78,106944.04,620663.88,1371364.56,calculated,866508.35,2246581.0,1401041.36,CPI-U 2024 (314.69),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0718-002,14400000.0,disclosed,3398573.15,764468.86,blockchain analysis,16361114.38,2561628.86,,5847397.77,34087212.1,estimated,23923233.69,45990121.1,34824871.11,CPI-U 2024 (314.69),Ransom negotiated down 38% from initial demand via third-party negotiator,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0220-001,29758054.48,disclosed,,,,13857126.91,2916316.62,48111084.09,,94642582.1,estimated,67561577.01,152378353.66,99860158.93,CPI-U 2023 (304.702),Regulatory fine imposed under GDPR Article 83(5)(a) by OAIC,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0127-001,46320274.41,calculated,,,,38211219.9,12357353.3,,,96888847.61,estimated,64366777.78,150860709.12,106438518.07,CPI-U 2022 (292.655),Costs allocated across FY2022 and FY2023 per company 10-K,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0824-001,20682990.58,disclosed,,,,12380438.73,1992888.81,2748599.31,19717862.6,37804917.43,estimated,23654681.55,50767468.25,39889075.08,CPI-U 2023 (304.702),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0425-001,15610626.26,estimated,,,,8920027.21,4609330.31,,17720524.69,29139983.78,calculated,22304703.13,51180686.33,32012112.51,CPI-U 2022 (292.655),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-1009-001,87100000.0,estimated,,,,42649702.33,10223463.41,,69691291.07,139973165.74,estimated,88990619.87,227666772.3,147689784.73,CPI-U 2023 (304.702),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-1230-001,1472901.06,disclosed,,,,456421.57,475608.74,351407.78,,2756339.15,estimated,1684725.85,4937212.8,2908294.13,CPI-U 2023 (304.702),Recovery costs include $8.2M for forensic investigation by Secureworks,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0907-001,12066069.13,estimated,,,,8707356.05,2540326.57,,5598486.94,23313751.75,estimated,14619752.58,41351748.22,23313751.75,CPI-U 2025 (321.5),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1212-001,10741328.46,disclosed,,,,4922024.98,1917489.15,1244249.43,10065837.66,18825092.02,disclosed,14535562.58,27002163.93,18825092.02,CPI-U 2025 (321.5),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0220-001,4800000.0,estimated,,,,4829623.93,809964.32,,,10439588.25,estimated,7588434.43,13821450.5,10439588.25,CPI-U 2025 (321.5),Recovery includes infrastructure rebuild; company migrated to new cloud provider,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1118-001,2614493.96,disclosed,727441.52,,,1757908.91,512323.66,,1758274.7,4884726.53,estimated,4017337.73,7629008.24,4884726.53,CPI-U 2025 (321.5),Loss estimate based on Ponemon per-record cost methodology ($7.42/record),2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0509-001,110263729.37,disclosed,,,,57423843.02,12631289.01,,55398723.2,180318861.4,estimated,108625569.72,288039558.48,180318861.4,CPI-U 2025 (321.5),Customer notification costs include credit monitoring for 7K affected individuals,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1210-001,977996.63,estimated,,,,906418.27,182273.65,,,2066688.55,estimated,1302743.82,2878977.66,2066688.55,CPI-U 2025 (321.5),Direct costs confirmed via SEC 8-K filing on 2025-06-27,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1219-001,1800000.0,disclosed,46370456.39,,,661733.93,357087.11,1664339.81,1110115.96,4483160.85,calculated,3071469.69,7527662.03,4483160.85,CPI-U 2025 (321.5),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0115-001,18000000.0,disclosed,159387.06,,,10065253.84,916777.1,11721197.59,,40703228.53,disclosed,33097463.33,65009501.25,44715067.14,CPI-U 2022 (292.655),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0620-001,2753289.72,calculated,,,,2916635.26,537735.25,,2916980.51,6207660.23,disclosed,3954124.98,8794437.66,6819506.8,CPI-U 2022 (292.655),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0116-001,14758259.32,disclosed,,,,4538185.27,4843216.62,1936541.59,10357614.68,26076202.8,disclosed,16705763.8,38239085.62,27513764.93,CPI-U 2023 (304.702),Costs allocated across FY2023 and FY2024 per company 10-K,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0629-001,5728372.4,estimated,1012754.28,,,4957831.53,1224435.03,,,11910638.96,estimated,8447301.52,14770340.72,13084589.11,CPI-U 2022 (292.655),Recovery includes infrastructure rebuild; company migrated to new cloud provider,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0313-001,8992533.3,estimated,,,,6876029.32,1965900.65,,10656558.54,17834463.27,estimated,13552712.4,22303852.38,18817664.28,CPI-U 2023 (304.702),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1116-001,93158.99,estimated,,,,67870.29,12763.79,,,173793.07,estimated,125694.28,275289.05,173793.07,CPI-U 2025 (321.5),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0802-001,14313628.91,estimated,6311489.88,,,14282971.96,2971941.24,262529.37,5444454.92,31831071.48,disclosed,25878909.27,39899190.94,37766872.65,CPI-U 2021 (270.97),Recovery includes infrastructure rebuild; company migrated to new cloud provider,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0202-001,4353627.65,estimated,,,,3447736.82,311674.18,1508240.18,,9621278.83,estimated,7144689.67,14027116.08,9621278.83,CPI-U 2025 (321.5),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0311-001,2243720.54,estimated,,,,2473988.06,504459.62,,,5222168.22,estimated,3986122.78,6115047.08,5335177.74,CPI-U 2024 (314.69),Recovery includes infrastructure rebuild; company migrated to new cloud provider,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1226-001,5119285.75,disclosed,,,,3553590.95,1633789.43,,2543920.34,10306666.13,disclosed,7308778.6,12240708.21,10306666.13,CPI-U 2025 (321.5),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-1002-001,79757154.58,estimated,,,,61744780.37,10389212.8,,26884545.88,151891147.75,estimated,125326349.67,244328468.39,166862018.42,CPI-U 2022 (292.655),Regulatory fine imposed under GDPR Article 83(5)(a) by ICO,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1214-001,933636.3,estimated,,,,747793.73,161130.0,,1102812.98,1842560.03,estimated,1359554.97,3260669.1,1842560.03,CPI-U 2025 (321.5),Regulatory fine reduced 56% on appeal based on demonstrated remediation,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-1217-001,9402075.46,calculated,,,,8083196.8,922285.74,3686949.34,,22094507.34,estimated,16063713.63,33759660.95,26214651.47,CPI-U 2021 (270.97),"Loss methodology: Monte Carlo simulation with 10,000 iterations (95th percentile)",2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0929-001,31666820.89,disclosed,,,,9721884.09,7217327.12,,15078487.35,48606032.1,disclosed,31311061.25,78724593.21,57669997.86,CPI-U 2021 (270.97),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0910-001,144816975.17,disclosed,,,,152769019.55,40036017.19,,,337622011.91,calculated,283590394.95,506733277.76,370899102.46,CPI-U 2022 (292.655),"Loss methodology: Monte Carlo simulation with 10,000 iterations (95th percentile)",2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0302-001,67982891.15,calculated,,,,22575253.22,16339629.87,,36142621.55,106897774.24,disclosed,89344154.03,169719026.36,109211078.9,CPI-U 2024 (314.69),"Loss methodology: Monte Carlo simulation with 10,000 iterations (95th percentile)",2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0507-001,6963985.26,estimated,,,,7118387.89,536754.83,,,14619127.98,estimated,11574117.31,22065837.28,15425069.89,CPI-U 2023 (304.702),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0412-001,1800000.0,estimated,,,,1726874.91,100883.26,,2211072.47,3627758.17,estimated,2263319.03,5558912.75,3827753.84,CPI-U 2023 (304.702),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0113-001,1260757.06,estimated,,,,839513.99,65145.25,,,2165416.3,estimated,1729461.58,3258156.13,2212276.65,CPI-U 2024 (314.69),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-1229-001,295644724.03,calculated,,,,187476590.83,68398984.06,,173777751.27,551520298.92,calculated,433876088.65,991369457.1,581925212.51,CPI-U 2023 (304.702),Cyber insurance policy sublimit of $2.1M applied; excess borne by company,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-1002-001,186668913.15,disclosed,,,,56449371.34,22316139.94,12870778.39,102917420.3,278305202.82,calculated,167000297.99,334122603.15,284327823.28,CPI-U 2024 (314.69),Regulatory fine reduced 50% on appeal based on demonstrated remediation,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0609-001,1838169.81,disclosed,,,,1064946.67,143804.7,,1861004.54,3046921.18,disclosed,2290351.16,3570361.9,3214895.73,CPI-U 2023 (304.702),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0129-001,2381468.44,estimated,,,,1085167.04,652637.92,,1181743.62,4119273.4,estimated,2832705.66,5651412.91,4119273.4,CPI-U 2025 (321.5),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0313-001,1800000.0,estimated,3293647.31,,,1036166.52,342094.27,,1762697.33,3178260.79,estimated,2269632.32,4844868.86,3491520.2,CPI-U 2022 (292.655),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0510-001,412427438.13,estimated,,,,480033355.86,140677983.9,,,1033138777.89,disclosed,826895769.39,1496154165.81,1033138777.89,CPI-U 2025 (321.5),Insurance claim partially denied; payout reflects negotiated settlement at 42% of claim,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-1209-001,52066109.48,estimated,6134568.6,3248442.9,congressional testimony,36926475.03,10196721.4,,53133710.53,102437748.81,estimated,69221143.86,135025438.25,108085067.52,CPI-U 2023 (304.702),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0126-001,658157.1,disclosed,,,,776071.87,158842.49,,1019778.0,1593071.46,estimated,987212.39,2792393.58,1680896.33,CPI-U 2023 (304.702),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-1121-001,11012612.09,estimated,2791913.98,2230082.01,blockchain analysis,7054524.68,3685323.59,519104.39,6409895.12,24501646.76,calculated,19998815.52,40390193.27,25031870.84,CPI-U 2024 (314.69),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0629-001,1370720.75,disclosed,,,,1530482.09,226177.19,,,3127380.03,estimated,2197214.18,4890193.36,3195057.61,CPI-U 2024 (314.69),Customer notification costs include credit monitoring for 10K affected individuals,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-1105-001,111808635.69,estimated,5336881.32,,,109812447.09,25038827.75,,,246659910.53,disclosed,170593971.9,388920779.42,251997715.96,CPI-U 2024 (314.69),Costs allocated across FY2024 and FY2025 per company 10-K,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0816-001,3980146.29,disclosed,9702761.93,7398507.79,court filing,3516613.89,1238759.55,,2969519.24,16134027.52,disclosed,12377803.33,19233199.76,17724248.17,CPI-U 2022 (292.655),Insurance claim partially denied; payout reflects negotiated settlement at 15% of claim,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0127-001,9475709.63,disclosed,23598436.79,,,4367502.86,2635491.85,,9574373.5,16478704.34,calculated,11297930.38,26308635.48,16478704.34,CPI-U 2025 (321.5),Recovery costs include $13.5M for forensic investigation by PwC_Cyber,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0320-001,7292301.03,estimated,,,,3867372.66,2185980.41,,4553579.44,13345654.1,calculated,9869338.64,21758234.28,13634458.65,CPI-U 2024 (314.69),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0521-001,14521395.01,estimated,,,,8641070.85,3107223.4,,,26269689.26,disclosed,21129433.44,41984758.11,27717918.15,CPI-U 2023 (304.702),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1225-001,819834.32,calculated,,,,828953.95,162001.59,,,1810789.86,calculated,1418950.24,2747782.03,1810789.86,CPI-U 2025 (321.5),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-1116-001,4826651.0,estimated,,,,3376518.54,1318557.62,,3555471.89,9521727.16,estimated,6663252.78,12222669.56,10460218.63,CPI-U 2022 (292.655),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0331-001,31524242.29,estimated,11058929.85,5939638.34,blockchain analysis,30508216.08,9239626.24,,,77211722.95,estimated,48438611.78,96942631.65,91610026.68,CPI-U 2021 (270.97),Legal fees reflect engagement of AmLaw 100 firm for class-action defense,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0713-001,27139094.5,disclosed,13448067.25,,,15036952.68,6364236.15,,24998980.65,48540283.33,estimated,32778138.69,78237194.93,57591988.38,CPI-U 2021 (270.97),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0929-001,671808.86,disclosed,,,,698813.65,187688.53,,,1558311.04,estimated,1029444.84,2588515.69,1711903.09,CPI-U 2022 (292.655),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0629-002,478137493.98,disclosed,4393740.0,3361583.85,congressional testimony,356250024.88,124545117.63,,194275004.13,962294220.34,estimated,762605079.13,1633505264.77,1057140974.32,CPI-U 2022 (292.655),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1022-002,28962128.26,calculated,,,,22953933.15,4244815.36,,31322871.23,56160876.77,estimated,45556577.85,95856515.2,56160876.77,CPI-U 2025 (321.5),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0426-001,11591112.78,calculated,,,,11807153.85,2712621.86,,6851821.65,26110888.49,disclosed,21059306.5,34201016.6,26675937.11,CPI-U 2024 (314.69),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0425-001,34571119.35,estimated,,,,40181389.17,3123425.98,,,77875934.5,disclosed,51532362.35,116804480.81,92398099.21,CPI-U 2021 (270.97),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0917-001,84187447.03,calculated,23110704.29,,,78613904.46,28019640.4,,71759352.53,190820991.89,estimated,140176895.54,303125624.74,190820991.89,CPI-U 2025 (321.5),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0728-001,981953.15,disclosed,,,,374773.26,125838.94,246370.89,557242.57,1728936.24,calculated,1078003.8,2277958.36,1728936.24,CPI-U 2025 (321.5),Business interruption losses estimated from quarterly revenue delta,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0205-001,30746196.51,estimated,1652917.24,,,18586369.36,4910415.19,1996438.06,17854657.79,56239419.12,calculated,46631062.01,98347616.84,59339857.46,CPI-U 2023 (304.702),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-1029-001,41189725.23,disclosed,,,,23984293.76,2652074.98,5140932.12,28411118.72,72967026.09,estimated,58806791.97,116361063.18,74546057.67,CPI-U 2024 (314.69),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0710-001,9130297.45,estimated,,,,3686362.72,2927768.13,,4938858.42,15744428.3,estimated,13160386.3,20731073.79,15744428.3,CPI-U 2025 (321.5),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0612-001,62104932.28,disclosed,,,,31180791.48,14811155.51,,51284544.52,108096879.27,estimated,89472096.6,190162636.51,108096879.27,CPI-U 2025 (321.5),Customer notification costs include credit monitoring for 8K affected individuals,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0703-001,215275531.05,estimated,,,,237003761.56,53365822.13,,314308821.35,505645114.74,estimated,306400131.73,649346742.55,516587449.2,CPI-U 2024 (314.69),Cyber insurance policy sublimit of $8.3M applied; excess borne by company,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0611-001,3600000.0,estimated,,,,3998647.27,344178.25,,3646904.23,7942825.52,estimated,5079993.75,11985793.49,7942825.52,CPI-U 2025 (321.5),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0910-001,12309876.16,estimated,,,,14139316.16,3271166.57,,8420855.48,29720358.89,disclosed,24618542.4,51927544.04,30363517.69,CPI-U 2024 (314.69),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0810-001,9739151.74,disclosed,,,,5943640.11,1190428.28,,,16873220.13,disclosed,13007274.44,22491022.76,20019707.98,CPI-U 2021 (270.97),Costs allocated across FY2021 and FY2022 per company 10-K,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-1215-001,2797163.64,calculated,,,,2505125.39,284846.32,,1103029.59,5587135.35,estimated,3898831.05,6969587.56,5895150.06,CPI-U 2023 (304.702),Settlement includes class-action preliminary agreement of $18.2M,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0224-001,126529219.39,estimated,,,,75658734.87,13704801.29,209363.7,,216102119.25,disclosed,142029157.87,331790791.52,256400455.18,CPI-U 2021 (270.97),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0613-001,1800000.0,disclosed,6358521.25,1802947.22,FBI disclosure,740742.21,558578.36,,953457.52,4902267.79,estimated,3824383.19,7390573.75,4902267.79,CPI-U 2025 (321.5),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0617-001,7200000.0,calculated,,,,3849690.4,876813.21,,,11926503.61,disclosed,7312387.14,20249778.72,12584003.09,CPI-U 2023 (304.702),Regulatory fine imposed under GDPR Article 83(5)(a) by AEPD,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0113-001,180000.0,estimated,5656194.83,2555716.8,FBI disclosure,174335.77,56208.65,,,2966261.22,estimated,2333908.49,5017146.99,3258625.28,CPI-U 2022 (292.655),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0704-002,351683190.22,disclosed,,,,312387297.64,48968711.4,,157523936.5,713039199.26,calculated,509275350.82,1252068074.69,713039199.26,CPI-U 2025 (321.5),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1023-001,6500000.0,calculated,,,,6198261.83,1379495.68,,,14077757.51,estimated,9879072.12,21498673.72,14077757.51,CPI-U 2025 (321.5),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0325-001,319873.38,estimated,,,,156200.45,77241.29,,87484.65,553315.12,calculated,372904.52,710792.37,565289.05,CPI-U 2024 (314.69),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-1028-001,10025014.42,disclosed,,,,7575553.36,709068.09,192394.41,,18502030.28,disclosed,13578931.08,29988370.08,19522033.77,CPI-U 2023 (304.702),Business interruption losses estimated from quarterly revenue delta,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0904-001,29572545.05,disclosed,,,,32234160.55,7375708.99,,18791049.3,69182414.59,disclosed,57557481.8,85744181.51,82083427.28,CPI-U 2021 (270.97),Insurance claim partially denied; payout reflects negotiated settlement at 19% of claim,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-1004-001,35400000.0,calculated,,,,15631104.11,8131155.4,,,59162259.51,disclosed,41897847.34,69225411.25,60442551.19,CPI-U 2024 (314.69),Recovery includes infrastructure rebuild; company migrated to new cloud provider,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-1109-001,136945106.32,calculated,2833527.09,,,65633819.91,8942229.5,,,211521155.73,estimated,158390836.86,308744591.82,216098546.4,CPI-U 2024 (314.69),Insurance claim partially denied; payout reflects negotiated settlement at 32% of claim,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0102-001,13200000.0,estimated,,,,13322271.02,1480238.41,,7683407.79,28002509.43,estimated,18836439.71,36405560.15,30762525.1,CPI-U 2022 (292.655),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0428-001,16053995.16,disclosed,50000,,,17745353.64,2699346.08,,20923554.15,36498694.88,estimated,24106708.79,56420774.55,43304906.09,CPI-U 2021 (270.97),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0821-001,6986353.21,disclosed,,,,5896175.96,1213696.53,,4331383.78,14096225.7,estimated,9157975.47,16357640.93,14873340.39,CPI-U 2023 (304.702),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-1030-001,5000000.0,estimated,,,,4338035.28,806899.65,,4630787.63,10144934.93,estimated,6966845.74,13819978.53,11144851.72,CPI-U 2022 (292.655),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0512-001,994113434.47,disclosed,,,,683050439.47,119823870.69,,,1796987744.63,estimated,1229189612.21,2765004208.51,1974104525.46,CPI-U 2022 (292.655),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0526-001,2267769.11,estimated,14055650.88,9289688.88,court filing,2019592.39,361171.26,,810964.86,13938221.64,estimated,11293866.94,23309693.65,13938221.64,CPI-U 2025 (321.5),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-1230-001,54208997.05,estimated,14874357.14,,,62119456.54,2976237.71,,,119304691.3,calculated,94452905.17,198307779.85,121886485.92,CPI-U 2024 (314.69),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0820-001,1600000.0,calculated,,,,785798.37,171268.97,,,2557067.34,calculated,2012242.17,3051822.46,3033904.68,CPI-U 2021 (270.97),Legal fees reflect engagement of AmLaw 100 firm for class-action defense,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0120-001,158449409.6,calculated,,,,58895142.8,41805952.04,,,259150504.44,estimated,190868533.41,450690616.72,273437283.57,CPI-U 2023 (304.702),Settlement includes class-action preliminary agreement of $18.7M,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-1024-001,82129792.67,estimated,,,,85987727.73,4445519.49,301579.53,,172864619.42,estimated,137669274.08,296414548.53,182394520.36,CPI-U 2023 (304.702),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-1214-001,185725548.66,calculated,3120690.27,2087141.79,insurance claim record,98310116.24,14793110.45,,91175225.92,300915917.14,calculated,210920598.02,358369508.27,307427841.24,CPI-U 2024 (314.69),Recovery includes infrastructure rebuild; company migrated to new cloud provider,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0111-001,1600000.0,calculated,,,,584549.71,406861.16,,564566.39,2591410.87,disclosed,2032977.68,3348117.87,3074652.53,CPI-U 2021 (270.97),Recovery includes infrastructure rebuild; company migrated to new cloud provider,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1020-002,259478.74,disclosed,2282086.18,,,299690.21,85528.27,,,644697.22,disclosed,545479.53,1112845.61,644697.22,CPI-U 2025 (321.5),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-1230-002,3008299.08,estimated,,,,1119512.01,836433.13,,,4964244.22,disclosed,4210612.24,6798497.54,5071672.17,CPI-U 2024 (314.69),Direct costs confirmed via SEC 8-K filing on 2024-02-23,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0220-001,11560609.61,estimated,,,,3888351.48,2085614.62,,,17534575.71,disclosed,10533000.29,23142754.5,19262838.81,CPI-U 2022 (292.655),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0701-001,15400000.0,estimated,,,,15407166.49,1149617.44,,,31956783.93,estimated,21503922.2,57152645.38,33718538.22,CPI-U 2023 (304.702),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0522-001,8000000.0,disclosed,,,,6671887.46,1914096.63,,5846513.84,16585984.09,calculated,11290992.29,21507318.29,16585984.09,CPI-U 2025 (321.5),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0107-002,30560671.62,disclosed,,,,25724999.21,2883848.49,304331.06,16423900.33,59473850.38,estimated,36226754.39,97234403.92,60760884.99,CPI-U 2024 (314.69),Business interruption losses estimated from quarterly revenue delta,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
